run_id,trial_id,scenario,name,timestamp,detail
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-1-CONTROL-r04,S4-AWS-1-CONTROL,tasks_prepared,2026-09-08T14:54:28.690659209Z,tasks=1
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-1-CONTROL-r04,S4-AWS-1-CONTROL,derivative_deleted,2026-09-08T14:54:28.712213207Z,result=success
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-1-CONTROL-r04,S4-AWS-1-CONTROL,cold_checked,2026-09-08T14:54:28.727751453Z,missing=true
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-1-CONTROL-r04,S4-AWS-1-CONTROL,burst_ready,2026-09-08T14:54:28.728122532Z,requests=100
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-1-CONTROL-r04,S4-AWS-1-CONTROL,burst_released,2026-09-08T14:54:28.728139819Z,start_channel=closed
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-1-CONTROL-r04,S4-AWS-1-CONTROL,burst_finished,2026-09-08T14:54:29.912781372Z,requests=100
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-1-CONTROL-r04,S4-AWS-1-CONTROL,tasks_finished,2026-09-08T14:54:29.915336524Z,tasks=1
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-1-CONTROL-r04,S4-AWS-1-CONTROL,derivative_verified,2026-09-08T14:54:29.940311369Z,bytes=67940 webp=true
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-1-CONTROL-r04,S4-AWS-1-CONTROL,health_after,2026-09-08T14:54:30.15187452Z,stable=true healthy=1
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-1-CONTROL-r05,S4-AWS-1-CONTROL,trial_started,2026-09-08T14:54:30.170521861Z,
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-1-CONTROL-r05,S4-AWS-1-CONTROL,health_before,2026-09-08T14:54:30.396152799Z,stable=true healthy=1
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-1-CONTROL-r05,S4-AWS-1-CONTROL,tasks_prepared,2026-09-08T14:54:30.39835704Z,tasks=1
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-1-CONTROL-r05,S4-AWS-1-CONTROL,derivative_deleted,2026-09-08T14:54:30.420303204Z,result=success
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-1-CONTROL-r05,S4-AWS-1-CONTROL,cold_checked,2026-09-08T14:54:30.434086909Z,missing=true
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-1-CONTROL-r05,S4-AWS-1-CONTROL,burst_ready,2026-09-08T14:54:30.434205604Z,requests=100
