run_id,trial_id,scenario,task_id,timestamp,cpu_usage_nanos,memory_usage_bytes,error
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-4-r01,S4-AWS-4,050220889959489bb6e4f9bfb1fc0f12,2026-09-08T14:54:11.63760726Z,506258779,78856192,
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-4-r01,S4-AWS-4,050220889959489bb6e4f9bfb1fc0f12,2026-09-08T14:54:11.686930367Z,557445636,115818496,
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-4-r01,S4-AWS-4,050220889959489bb6e4f9bfb1fc0f12,2026-09-08T14:54:11.73727704Z,612503389,144199680,
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-4-r01,S4-AWS-4,050220889959489bb6e4f9bfb1fc0f12,2026-09-08T14:54:11.787586325Z,659058980,144199680,
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-4-r01,S4-AWS-4,050220889959489bb6e4f9bfb1fc0f12,2026-09-08T14:54:11.836924453Z,708989998,144461824,
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-4-r01,S4-AWS-4,050220889959489bb6e4f9bfb1fc0f12,2026-09-08T14:54:11.887288759Z,759441974,144461824,
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-4-r01,S4-AWS-4,050220889959489bb6e4f9bfb1fc0f12,2026-09-08T14:54:11.937658153Z,809757904,144723968,
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-4-r01,S4-AWS-4,050220889959489bb6e4f9bfb1fc0f12,2026-09-08T14:54:11.986964168Z,860164284,144723968,
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-4-r01,S4-AWS-4,050220889959489bb6e4f9bfb1fc0f12,2026-09-08T14:54:12.037350429Z,910560281,145494016,
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-4-r01,S4-AWS-4,050220889959489bb6e4f9bfb1fc0f12,2026-09-08T14:54:12.087674582Z,960986515,145752064,
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-4-r01,S4-AWS-4,050220889959489bb6e4f9bfb1fc0f12,2026-09-08T14:54:12.137036948Z,1011270272,145752064,
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-4-r01,S4-AWS-4,050220889959489bb6e4f9bfb1fc0f12,2026-09-08T14:54:12.187305337Z,1062987547,146763776,
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-4-r01,S4-AWS-4,050220889959489bb6e4f9bfb1fc0f12,2026-09-08T14:54:12.237658843Z,1097660506,46755840,
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-4-r01,S4-AWS-4,050220889959489bb6e4f9bfb1fc0f12,2026-09-08T14:54:12.287225182Z,1098788958,46755840,
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-4-r01,S4-AWS-4,050220889959489bb6e4f9bfb1fc0f12,2026-09-08T14:54:12.337557727Z,1112457453,46727168,
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-4-r01,S4-AWS-4,050220889959489bb6e4f9bfb1fc0f12,2026-09-08T14:54:12.386756548Z,1112694063,46645248,
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-4-r01,S4-AWS-4,050220889959489bb6e4f9bfb1fc0f12,2026-09-08T14:54:12.437033207Z,1113001821,46903296,
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-4-r01,S4-AWS-4,050220889959489bb6e4f9bfb1fc0f12,2026-09-08T14:54:12.45077853Z,1113292356,46903296,
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-4-r01,S4-AWS-4,7d2442d248464707a35dc83c0a8489f6,2026-09-08T14:54:10.991337834Z,133557168,9252864,
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-4-r01,S4-AWS-4,7d2442d248464707a35dc83c0a8489f6,2026-09-08T14:54:11.041756032Z,134399928,9515008,
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-4-r01,S4-AWS-4,7d2442d248464707a35dc83c0a8489f6,2026-09-08T14:54:11.092180676Z,134751149,9515008,
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-4-r01,S4-AWS-4,7d2442d248464707a35dc83c0a8489f6,2026-09-08T14:54:11.142460302Z,135245971,9633792,
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-4-r01,S4-AWS-4,7d2442d248464707a35dc83c0a8489f6,2026-09-08T14:54:11.191870571Z,135425376,9633792,
